3467;Borsod-Abaúj-Zemplén;Ároktő
6623;Csongrád;Árpádhalom
9132;Győr-Moson-Sopron;Árpás
4115;Hajdú-Bihar;Ártánd
6783;Csongrád;Ásotthalom
9177;Győr-Moson-Sopron;Ásványráró
3841;Borsod-Abaúj-Zemplén;Aszaló
2881;Komárom-Esztergom;Ászár
2170;Pest;Aszód
8241;Veszprém;Aszófő
7763;Baranya;Áta
3371;Heves;Átány
3213;Heves;Atkár
7252;Tolna;Attala
7757;Baranya;Babarc
7814;Baranya;Babarcszőlős
7584;Somogy;Babócsa
2943;Komárom-Esztergom;Bábolna
8658;Somogy;Bábonymegyer
8983;Zala;Babosdöbréte
9351;Győr-Moson-Sopron;Babót
6430;Bács-Kiskun;Bácsalmás
6453;Bács-Kiskun;Bácsbokod
6454;Bács-Kiskun;Bácsborsód
6511;Bács-Kiskun;Bácsszentgyörgy
6425;Bács-Kiskun;Bácsszőlős
8257;Veszprém;Badacsonytomaj
8258;Veszprém;Badacsonytomaj
8261;Veszprém;Badacsonytomaj
8262;Veszprém;Badacsonytördemic
8263;Veszprém;Badacsonytördemic
2191;Pest;Bag
4286;Hajdú-Bihar;Bagamér
8977;Zala;Baglad
8992;Zala;Bagod
9145;Győr-Moson-Sopron;Bágyogszovát
2836;Komárom-Esztergom;Baj
6500;Bács-Kiskun;Baja
6503;Bács-Kiskun;Baja
9944;Vas;Bajánsenye
2525;Komárom-Esztergom;Bajna
2533;Komárom-Esztergom;Bajót
8945;Zala;Bak
7585;Somogy;Bakháza
7393;Baranya;Bakóca
4164;Hajdú-Bihar;Bakonszeg
7675;Baranya;Bakonya
2885;Komárom-Esztergom;Bakonybánk
8427;Veszprém;Bakonybél
8056;Fejér;Bakonycsernye
8433;Győr-Moson-Sopron;Bakonygyirót
8581;Veszprém;Bakonyjákó
8571;Veszprém;Bakonykoppány
8045;Fejér;Bakonykúti
8422;Veszprém;Bakonynána
8418;Veszprém;Bakonyoszlop
9088;Győr-Moson-Sopron;Bakonypéterd
8457;Veszprém;Bakonypölöske
8557;Veszprém;Bakonyság
2861;Komárom-Esztergom;Bakonysárkány
8557;Veszprém;Bakonyszentiván
8430;Veszprém;Bakonyszentkirály
8431;Győr-Moson-Sopron;Bakonyszentlászló
2884;Komárom-Esztergom;Bakonyszombathely
8572;Veszprém;Bakonyszücs
8555;Veszprém;Bakonytamási
6768;Csongrád;Baks
7834;Baranya;Baksa
3836;Borsod-Abaúj-Zemplén;Baktakék
4561;Szabolcs-Szatmár-Bereg;Baktalórántháza
8946;Zala;Baktüttös
3780;Borsod-Abaúj-Zemplén;Balajt
2660;Nógrád;Balassagyarmat
6764;Csongrád;Balástya
3347;Heves;Balaton
8243;Veszprém;Balatonakali
8220;Veszprém;Balatonalmádi
8649;Somogy;Balatonberény
8630;Somogy;Balatonboglár
8691;Somogy;Balatonboglár
8272;Veszprém;Balatoncsicsó
8312;Veszprém;Balatonederics
8613;Somogy;Balatonendréd
8646;Somogy;Balatonfenyves
8164;Veszprém;Balatonfőkajár
8623;Somogy;Balatonföldvár
8230;Veszprém;Balatonfüred
8236;Veszprém;Balatonfüred
8175;Veszprém;Balatonfűzfő
8184;Veszprém;Balatonfűzfő
8313;Zala;Balatongyörök
8275;Veszprém;Balatonhenye
8172;Veszprém;Balatonkenese
8174;Veszprém;Balatonkenese
8648;Somogy;Balatonkeresztúr
8638;Somogy;Balatonlelle
8753;Zala;Balatonmagyaród
8647;Somogy;Balatonmáriafürdő
8637;Somogy;Balatonőszöd
8255;Veszprém;Balatonrendes
8651;Somogy;Balatonszabadi
8624;Somogy;Balatonszárszó
8636;Somogy;Balatonszemes
8710;Somogy;Balatonszentgyörgy
8252;Veszprém;Balatonszepezd
8233;Veszprém;Balatonszőlős
8242;Veszprém;Balatonudvari
8712;Somogy;Balatonújlak
8171;Veszprém;Balatonvilágos
8054;Fejér;Balinka
8055;Fejér;Balinka
4233;Szabolcs-Szatmár-Bereg;Balkány
6035;Bács-Kiskun;Ballószög
4060;Hajdú-Bihar;Balmazújváros
9771;Vas;Balogunyom
6412;Bács-Kiskun;Balotaszállás
4468;Szabolcs-Szatmár-Bereg;Balsa
8614;Somogy;Bálványos
2944;Komárom-Esztergom;Bana
8443;Veszprém;Bánd
7914;Baranya;Bánfa
3642;Borsod-Abaúj-Zemplén;Bánhorváti
2653;Nógrád;Bánk
8891;Zala;Bánokszentgyörgy
3654;Borsod-Abaúj-Zemplén;Bánréve
7711;Baranya;Bár
4937;Szabolcs-Szatmár-Bereg;Barabás
2426;Fejér;Baracs
2427;Fejér;Baracs
2471;Fejér;Baracska
4161;Hajdú-Bihar;Báránd
7841;Baranya;Baranyahidvég
7384;Baranya;Baranyajenő
7383;Baranya;Baranyaszentgyörgy
9169;Győr-Moson-Sopron;Barbacs
7557;Somogy;Barcs
7570;Somogy;Barcs
7478;Somogy;Bárdudvarnok
8948;Zala;Barlahida
3126;Nógrád;Bárna
8291;Veszprém;Barnag
2883;Komárom-Esztergom;Bársonyos
7923;Baranya;Basal
3881;Borsod-Abaúj-Zemplén;Baskó
7149;Tolna;Báta
7164;Tolna;Bátaapáti
7140;Tolna;Bátaszék
7258;Somogy;Baté
6528;Bács-Kiskun;Bátmonostor
3070;Nógrád;Bátonyterenye
3078;Nógrád;Bátonyterenye
3336;Heves;Bátor
4343;Szabolcs-Szatmár-Bereg;Bátorliget
5830;Békés;Battonya
6351;Bács-Kiskun;Bátya
8797;Zala;Batyk
8887;Zala;Bázakerettye
8352;Veszprém;Bazsi
8565;Veszprém;Béb
8866;Zala;Becsehely
2693;Nógrád;Becske
3768;Borsod-Abaúj-Zemplén;Becskeháza
8985;Zala;Becsvölgye
8666;Somogy;Bedegkér
4128;Hajdú-Bihar;Bedő
9683;Vas;Bejcgyertyános
8515;Veszprém;Békás
3903;Borsod-Abaúj-Zemplén;Bekecs
5630;Békés;Békés
5600;Békés;Békéscsaba
5623;Békés;Békéscsaba
5671;Békés;Békéscsaba
5946;Békés;Békéssámson
5561;Békés;Békésszentandrás
3343;Heves;Bekölce
3346;Heves;Bélapátfalva
7589;Somogy;Bélavár
7061;Tolna;Belecska
9343;Győr-Moson-Sopron;Beled
7543;Somogy;Beleg
8855;Zala;Belezna
5643;Békés;Bélmegyer
2455;Fejér;Beloiannisz
8978;Zala;Belsősárd
7747;Baranya;Belvárdgyula
4643;Szabolcs-Szatmár-Bereg;Benk
2216;Pest;Bénye
3045;Nógrád;Bér
9831;Vas;Bérbaltavár
2687;Nógrád;Bercel
4934;Szabolcs-Szatmár-Bereg;Beregdaróc
4933;Szabolcs-Szatmár-Bereg;Beregsurány
4116;Hajdú-Bihar;Berekböszörmény
5309;Jász-Nagykun-Szolnok;Berekfürdő
7827;Baranya;Beremend
3704;Borsod-Abaúj-Zemplén;Berente
3834;Borsod-Abaúj-Zemplén;Beret
4100;Hajdú-Bihar;Berettyóújfalu
4103;Hajdú-Bihar;Berettyóújfalu
8181;Veszprém;Berhida
8182;Veszprém;Berhida
2641;Nógrád;Berkenye
7664;Baranya;Berkesd
4521;Szabolcs-Szatmár-Bereg;Berkesz
2639;Pest;Bernecebaráti
3575;Borsod-Abaúj-Zemplén;Berzék
7516;Somogy;Berzence
7838;Baranya;Besence
4557;Szabolcs-Szatmár-Bereg;Besenyőd
3373;Heves;Besenyőtelek
5071;Jász-Nagykun-Szolnok;Besenyszög
2456;Fejér;Besnyő
4488;Szabolcs-Szatmár-Bereg;Beszterec
7782;Baranya;Bezedek
9223;Győr-Moson-Sopron;Bezenye
8934;Zala;Bezeréd
9162;Győr-Moson-Sopron;Bezi
2051;Pest;Biatorbágy
7671;Baranya;Bicsérd
2060;Fejér;Bicske
4175;Hajdú-Bihar;Bihardancsháza
4110;Hajdú-Bihar;Biharkeresztes
4172;Hajdú-Bihar;Biharnagybajom
4174;Hajdú-Bihar;Bihartorda
5538;Békés;Biharugra
7043;Tolna;Bikács
7346;Baranya;Bikal
4235;Szabolcs-Szatmár-Bereg;Biri
7747;Baranya;Birján
7811;Baranya;Bisse
9625;Vas;Bő
9542;Vas;Boba
8943;Zala;Bocfölde
3368;Heves;Boconád
3574;Borsod-Abaúj-Zemplén;Bőcs
6235;Bács-Kiskun;Bócsa
8776;Zala;Bocska
4241;Hajdú-Bihar;Bocskaikert
7672;Baranya;Boda
8053;Fejér;Bodajk
8991;Zala;Böde
8969;Zala;Bödeháza
8085;Fejér;Bodmér
7394;Baranya;Bodolyabér
9134;Győr-Moson-Sopron;Bodonhely
3243;Heves;Bodony
8471;Veszprém;Bodorfa
7439;Somogy;Bodrog
3987;Borsod-Abaúj-Zemplén;Bodroghalom
3916;Borsod-Abaúj-Zemplén;Bodrogkeresztúr
3917;Borsod-Abaúj-Zemplén;Bodrogkisfalud
3943;Borsod-Abaúj-Zemplén;Bodrogolaszi
3768;Borsod-Abaúj-Zemplén;Bódvalenke
3764;Borsod-Abaúj-Zemplén;Bódvarákó
3763;Borsod-Abaúj-Zemplén;Bódvaszilas
3412;Borsod-Abaúj-Zemplén;Bogács
7742;Baranya;Bogád
7836;Baranya;Bogádmindszent
7966;Baranya;Bogdása
9612;Vas;Bögöt
9675;Vas;Bögöte
7132;Tolna;Bogyiszló
9324;Győr-Moson-Sopron;Bogyoszló
8719;Somogy;Böhönye
4114;Hajdú-Bihar;Bojt
8741;Zala;Bókaháza
2855;Komárom-Esztergom;Bokod
4231;Szabolcs-Szatmár-Bereg;Bököny
3066;Nógrád;Bokor
7025;Tolna;Bölcske
3016;Heves;Boldog
7937;Baranya;Boldogasszonyfa
3884;Borsod-Abaúj-Zemplén;Boldogkőújfalu
3885;Borsod-Abaúj-Zemplén;Boldogkőváralja
3794;Borsod-Abaúj-Zemplén;Boldva
7517;Somogy;Bolhás
7586;Somogy;Bolhó
7754;Baranya;Bóly
8992;Zala;Boncodfölde
7281;Somogy;Bonnya
9073;Győr-Moson-Sopron;Bőny
7150;Tolna;Bonyhád
7187;Tolna;Bonyhád
7158;Tolna;Bonyhádvarasd
9152;Győr-Moson-Sopron;Börcs
6795;Csongrád;Bordány
9554;Vas;Borgáta
7756;Baranya;Borjád
6445;Bács-Kiskun;Borota
8885;Zala;Borsfa
3658;Borsod-Abaúj-Zemplén;Borsodbóta
3426;Borsod-Abaúj-Zemplén;Borsodgeszt
3462;Borsod-Abaúj-Zemplén;Borsodivánka
3671;Borsod-Abaúj-Zemplén;Borsodnádasd
3672;Borsod-Abaúj-Zemplén;Borsodnádasd
3623;Borsod-Abaúj-Zemplén;Borsodszentgyörgy
3796;Borsod-Abaúj-Zemplén;Borsodszirák
2644;Nógrád;Borsosberény
8479;Veszprém;Borszörcsök
8428;Veszprém;Borzavár
8772;Zala;Börzönce
9167;Győr-Moson-Sopron;Bősárkány
7811;Baranya;Bosta
7475;Somogy;Bőszénfa
4955;Szabolcs-Szatmár-Bereg;Botpalád
7900;Baranya;Botykapeterd
9727;Vas;Bozsok
3994;Borsod-Abaúj-Zemplén;Bózsva
9752;Vas;Bozzai
5527;Békés;Bucsa
9792;Vas;Bucsu
8925;Zala;Bucsuszentlászló
8893;Zala;Bucsuta
2093;Pest;Budajenő
2011;Pest;Budakalász
2092;Pest;Budakeszi
2040;Pest;Budaörs
1011;Pest;Budapest
1012;Pest;Budapest
1013;Pest;Budapest
1014;Pest;Budapest
1015;Pest;Budapest
1016;Pest;Budapest
1021;Pest;Budapest
1022;Pest;Budapest
1023;Pest;Budapest
1024;Pest;Budapest
1025;Pest;Budapest
1026;Pest;Budapest
1027;Pest;Budapest
1028;Pest;Budapest
1029;Pest;Budapest
1031;Pest;Budapest
1032;Pest;Budapest
1033;Pest;Budapest
1034;Pest;Budapest
1035;Pest;Budapest
1036;Pest;Budapest
1037;Pest;Budapest
1038;Pest;Budapest
1039;Pest;Budapest
1041;Pest;Budapest
1042;Pest;Budapest
1043;Pest;Budapest
1044;Pest;Budapest
1045;Pest;Budapest
1046;Pest;Budapest
1047;Pest;Budapest
1048;Pest;Budapest
1051;Pest;Budapest
1052;Pest;Budapest
1053;Pest;Budapest
1054;Pest;Budapest
1055;Pest;Budapest
1056;Pest;Budapest
1061;Pest;Budapest
1062;Pest;Budapest
1063;Pest;Budapest
1064;Pest;Budapest
1065;Pest;Budapest
1066;Pest;Budapest
1067;Pest;Budapest
1068;Pest;Budapest
1069;Pest;Budapest
1071;Pest;Budapest
1072;Pest;Budapest
1073;Pest;Budapest
1074;Pest;Budapest
1075;Pest;Budapest
1076;Pest;Budapest
1077;Pest;Budapest
1078;Pest;Budapest
1081;Pest;Budapest
1082;Pest;Budapest
1083;Pest;Budapest
1084;Pest;Budapest
1085;Pest;Budapest
1086;Pest;Budapest
1087;Pest;Budapest
1088;Pest;Budapest
1089;Pest;Budapest
1091;Pest;Budapest
1092;Pest;Budapest
1093;Pest;Budapest
1094;Pest;Budapest
1095;Pest;Budapest
1096;Pest;Budapest
1097;Pest;Budapest
1098;Pest;Budapest
1101;Pest;Budapest
1102;Pest;Budapest
1103;Pest;Budapest
1104;Pest;Budapest
1105;Pest;Budapest
1106;Pest;Budapest
1107;Pest;Budapest
1108;Pest;Budapest
1111;Pest;Budapest
1112;Pest;Budapest
1113;Pest;Budapest
1114;Pest;Budapest
1115;Pest;Budapest
1116;Pest;Budapest
1117;Pest;Budapest
1118;Pest;Budapest
1119;Pest;Budapest
1121;Pest;Budapest
1122;Pest;Budapest
1123;Pest;Budapest
1124;Pest;Budapest
1125;Pest;Budapest
1126;Pest;Budapest
1131;Pest;Budapest
1132;Pest;Budapest
1133;Pest;Budapest
1134;Pest;Budapest
1135;Pest;Budapest
1136;Pest;Budapest
1137;Pest;Budapest
1138;Pest;Budapest
1139;Pest;Budapest
1141;Pest;Budapest
1142;Pest;Budapest
1143;Pest;Budapest
1144;Pest;Budapest
1145;Pest;Budapest
1146;Pest;Budapest
1147;Pest;Budapest
1148;Pest;Budapest
1149;Pest;Budapest
1151;Pest;Budapest
1152;Pest;Budapest
1153;Pest;Budapest
1154;Pest;Budapest
1155;Pest;Budapest
1156;Pest;Budapest
1157;Pest;Budapest
1158;Pest;Budapest
1161;Pest;Budapest
1162;Pest;Budapest
1163;Pest;Budapest
1164;Pest;Budapest
1165;Pest;Budapest
1171;Pest;Budapest
1172;Pest;Budapest
1173;Pest;Budapest
1174;Pest;Budapest
1181;Pest;Budapest
1182;Pest;Budapest
1183;Pest;Budapest
1184;Pest;Budapest
1185;Pest;Budapest
1186;Pest;Budapest
1188;Pest;Budapest
1191;Pest;Budapest
1192;Pest;Budapest
1193;Pest;Budapest
1194;Pest;Budapest
1195;Pest;Budapest
1196;Pest;Budapest
1201;Pest;Budapest
1202;Pest;Budapest
1203;Pest;Budapest
1204;Pest;Budapest
1205;Pest;Budapest
1211;Pest;Budapest
1212;Pest;Budapest
1213;Pest;Budapest
1214;Pest;Budapest
1215;Pest;Budapest
1221;Pest;Budapest
1222;Pest;Budapest
1223;Pest;Budapest
1224;Pest;Budapest
1225;Pest;Budapest
1237;Pest;Budapest
1238;Pest;Budapest
1239;Pest;Budapest
1529;Pest;Budapest
6114;Bács-Kiskun;Bugac
6114;Bács-Kiskun;Bugacpusztaháza
2347;Pest;Bugyi
4483;Szabolcs-Szatmár-Bereg;Buj
3047;Nógrád;Buják
9737;Vas;Bük
9740;Vas;Bük
3422;Borsod-Abaúj-Zemplén;Bükkábrány
3554;Borsod-Abaúj-Zemplén;Bükkaranyos
3648;Borsod-Abaúj-Zemplén;Bükkmogyorósd
7682;Baranya;Bükkösd
3335;Heves;Bükkszék
3257;Heves;Bükkszenterzsébet
3557;Borsod-Abaúj-Zemplén;Bükkszentkereszt
3346;Heves;Bükkszentmárton
3414;Borsod-Abaúj-Zemplén;Bükkzsérc
7973;Baranya;Bürüs
7273;Somogy;Büssü
3821;Borsod-Abaúj-Zemplén;Büttös
8695;Somogy;Buzsák
9725;Vas;Cák
9165;Győr-Moson-Sopron;Cakóháza
7013;Fejér;Cece
4732;Szabolcs-Szatmár-Bereg;Cégénydányád
2700;Pest;Cegléd
2738;Pest;Cegléd
2737;Pest;Ceglédbercel
9500;Vas;Celldömölk
9541;Vas;Celldömölk
3123;Nógrád;Cered
9624;Vas;Chernelházadamonya
5462;Jász-Nagykun-Szolnok;Cibakháza
3973;Borsod-Abaúj-Zemplén;Cigánd
7161;Tolna;Cikó
9364;Győr-Moson-Sopron;Cirák
5551;Békés;Csabacsűd
5609;Békés;Csabaszabadi
2064;Fejér;Csabdi
8474;Veszprém;Csabrendek
9375;Győr-Moson-Sopron;Csáfordjánosfa
4967;Szabolcs-Szatmár-Bereg;Csaholc
8163;Veszprém;Csajág
8735;Somogy;Csákány
9919;Vas;Csákánydoroszló
8073;Fejér;Csákberény
8083;Fejér;Csákvár
6915;Csongrád;Csanádalberti
5662;Békés;Csanádapáca
6913;Csongrád;Csanádpalota
9654;Vas;Csánig
3015;Heves;Csány
7964;Baranya;Csányoszró
6647;Csongrád;Csanytelek
8756;Zala;Csapi
9372;Győr-Moson-Sopron;Csapod
5621;Békés;Csárdaszállás
7811;Baranya;Csarnóta
4844;Szabolcs-Szatmár-Bereg;Csaroda
2858;Komárom-Esztergom;Császár
6239;Bács-Kiskun;Császártöltés
4973;Szabolcs-Szatmár-Bereg;Császló
6523;Bács-Kiskun;Csátalja
8943;Zala;Csatár
5064;Jász-Nagykun-Szolnok;Csataszög
2888;Komárom-Esztergom;Csatka
6448;Bács-Kiskun;Csávoly
7935;Baranya;Csebény
3052;Nógrád;Csécse
4742;Szabolcs-Szatmár-Bereg;Csegöld
8445;Veszprém;Csehbánya
9833;Vas;Csehi
9834;Vas;Csehimindszent
2949;Komárom-Esztergom;Csém
2713;Pest;Csemő
9764;Vas;Csempeszkopács
6765;Csongrád;Csengele
4765;Szabolcs-Szatmár-Bereg;Csenger
4743;Szabolcs-Szatmár-Bereg;Csengersima
4764;Szabolcs-Szatmár-Bereg;Csengerújfalu
6222;Bács-Kiskun;Csengőd
9611;Vas;Csénye
3837;Borsod-Abaúj-Zemplén;Csenyéte
2946;Komárom-Esztergom;Csép
5475;Jász-Nagykun-Szolnok;Csépa
9735;Vas;Csepreg
9375;Győr-Moson-Sopron;Csér
7683;Baranya;Cserdi
7472;Somogy;Cserénfa
3413;Borsod-Abaúj-Zemplén;Cserépfalu
3417;Borsod-Abaúj-Zemplén;Cserépváralja
2694;Nógrád;Cserháthaláp
2676;Nógrád;Cserhátsurány
3066;Nógrád;Cserhátszentiván
5465;Jász-Nagykun-Szolnok;Cserkeszőlő
7673;Baranya;Cserkút
3648;Borsod-Abaúj-Zemplén;Csernely
8372;Zala;Cserszegtomaj
8951;Zala;Csertalakos
7900;Baranya;Csertő
8419;Veszprém;Csesznek
8973;Zala;Csesztreg
2678;Nógrád;Csesztve
8417;Veszprém;Csetény
2212;Pest;Csévharaszt
7225;Tolna;Csibrák
6424;Bács-Kiskun;Csikéria
7341;Tolna;Csikóstőttős
9127;Győr-Moson-Sopron;Csikvánd
3442;Borsod-Abaúj-Zemplén;Csincse
9836;Vas;Csipkerek
2673;Nógrád;Csitár
3848;Borsod-Abaúj-Zemplén;Csobád
3927;Borsod-Abaúj-Zemplén;Csobaj
2014;Pest;Csobánka
8999;Zala;Csöde
8495;Veszprém;Csögle
8074;Fejér;Csókakő
4145;Hajdú-Bihar;Csökmő
7526;Somogy;Csököly
7555;Somogy;Csokonyavisonta
3647;Borsod-Abaúj-Zemplén;Csokvaomány
2521;Komárom-Esztergom;Csolnok
6135;Bács-Kiskun;Csólyospálos
7253;Somogy;Csoma
2161;Pest;Csomád
7432;Somogy;Csombárd
8700;Somogy;Csömend
8957;Zala;Csömödér
2141;Pest;Csömör
9513;Vas;Csönge
6640;Csongrád;Csongrád
6648;Csongrád;Csongrád
8918;Zala;Csonkahegyhát
7940;Baranya;Csonkamindszent
8229;Veszprém;Csopak
8041;Fejér;Csór
9300;Győr-Moson-Sopron;Csorna
8873;Zala;Csörnyeföld
2135;Pest;Csörög
9962;Vas;Csörötnek
5920;Békés;Csorvás
8122;Fejér;Csősz
8558;Veszprém;Csót
2615;Pest;Csővár
8840;Somogy;Csurgó
8840;Somogy;Csurgónagymarton
7843;Baranya;Cún
2370;Pest;Dabas
2371;Pest;Dabas
2373;Pest;Dabas
8345;Veszprém;Dabronc
8485;Veszprém;Dabrony
2854;Komárom-Esztergom;Dad
2522;Komárom-Esztergom;Dág
8592;Veszprém;Dáka
7211;Tolna;Dalmand
3780;Borsod-Abaúj-Zemplén;Damak
3978;Borsod-Abaúj-Zemplén;Dámóc
2735;Pest;Dánszentmiklós
2118;Pest;Dány
9917;Vas;Daraboshegy
7988;Somogy;Darány
4737;Szabolcs-Szatmár-Bereg;Darnó
9232;Győr-Moson-Sopron;Darnózseli
2423;Fejér;Daruszentmiklós
4144;Hajdú-Bihar;Darvas
6524;Bács-Kiskun;Dávod
2694;Nógrád;Debercsény
4000;Hajdú-Bihar;Debrecen
4002;Hajdú-Bihar;Debrecen
4024;Hajdú-Bihar;Debrecen
4025;Hajdú-Bihar;Debrecen
4026;Hajdú-Bihar;Debrecen
4027;Hajdú-Bihar;Debrecen
4028;Hajdú-Bihar;Debrecen
4029;Hajdú-Bihar;Debrecen
4030;Hajdú-Bihar;Debrecen
4031;Hajdú-Bihar;Debrecen
4032;Hajdú-Bihar;Debrecen
4033;Hajdú-Bihar;Debrecen
4034;Hajdú-Bihar;Debrecen
4063;Hajdú-Bihar;Debrecen
4078;Hajdú-Bihar;Debrecen
4079;Hajdú-Bihar;Debrecen
4225;Hajdú-Bihar;Debrecen
3825;Borsod-Abaúj-Zemplén;Debréte
7144;Tolna;Decs
3643;Borsod-Abaúj-Zemplén;Dédestapolcsány
8135;Fejér;Dég
2649;Nógrád;Dejtár
2337;Pest;Délegyháza
4516;Szabolcs-Szatmár-Bereg;Demecser
3395;Heves;Demjén
7915;Baranya;Dencsháza
9365;Győr-Moson-Sopron;Dénesfa
4130;Hajdú-Bihar;Derecske
6621;Csongrád;Derekegyház
6772;Csongrád;Deszk
3834;Borsod-Abaúj-Zemplén;Detek
3275;Heves;Detk
5510;Békés;Dévaványa
8460;Veszprém;Devecser
7683;Baranya;Dinnyeberki
7072;Tolna;Diósberény
2049;Pest;Diósd
2643;Nógrád;Diósjenő
8764;Zala;Dióskál
7817;Baranya;Diósviszló
8482;Veszprém;Doba
9914;Vas;Döbörhegy
5624;Békés;Doboz
8874;Zala;Dobri
8357;Zala;Döbröce
7228;Tolna;Döbrököz
8989;Zala;Dobronhegy
8597;Veszprém;Döbrönte
6766;Csongrád;Dóc
4495;Szabolcs-Szatmár-Bereg;Döge
3627;Borsod-Abaúj-Zemplén;Domaháza
6781;Csongrád;Domaszék
5836;Békés;Dombegyház
5745;Békés;Dombiratos
7200;Tolna;Dombóvár
4492;Szabolcs-Szatmár-Bereg;Dombrád
2182;Pest;Domony
2027;Komárom-Esztergom;Dömös
3263;Heves;Domoszló
2344;Pest;Dömsöd
9147;Győr-Moson-Sopron;Dör
8244;Veszprém;Dörgicse
3374;Heves;Dormánd
2510;Komárom-Esztergom;Dorog
3153;Nógrád;Dorogháza
9913;Vas;Döröske
8799;Zala;Dötk
3721;Borsod-Abaúj-Zemplén;Dövény
9791;Vas;Dozmat
6342;Bács-Kiskun;Drágszél
7849;Baranya;Drávacsehi
7846;Baranya;Drávacsepely
7967;Baranya;Drávafok
7977;Somogy;Drávagárdony
7960;Baranya;Drávaiványi
7967;Baranya;Drávakeresztúr
7850;Baranya;Drávapalkonya
7843;Baranya;Drávapiski
7851;Baranya;Drávaszabolcs
7847;Baranya;Drávaszerdahely
7960;Baranya;Drávasztára
7979;Somogy;Drávatamási
2646;Nógrád;Drégelypalánk
3635;Borsod-Abaúj-Zemplén;Dubicsány
8416;Veszprém;Dudar
9556;Vas;Duka
2545;Komárom-Esztergom;Dunaalmás
2023;Pest;Dunabogdány
6323;Bács-Kiskun;Dunaegyháza
6513;Bács-Kiskun;Dunafalva
7020;Tolna;Dunaföldvár
2330;Pest;Dunaharaszti
2120;Pest;Dunakeszi
9225;Győr-Moson-Sopron;Dunakiliti
6328;Bács-Kiskun;Dunapataj
